'White', 'Black', 'Date', 'HalfMoves', 'Moves', 'Result', 'WhiteElo', 'BlackElo', 'GameNumber', 'Event', 'Site', 'EventDate', 'Round', 'ECO', 'Opening'
'Kasparov  Gary', 'Karpov  Anatoly', '1984.10.08', '29', '14', 'Draw', '2715', '2705', '646', 'World Championship 31th', 'Moscow RUS', '1984.09.10', '10', 'E12', "Queen's Indian"
'Karpov  Anatoly', 'Kasparov  Gary', '1984.10.10', '81', '40', 'Draw', '2705', '2715', '647', 'World Championship 31th', 'Moscow RUS', '1984.09.10', '11', 'A30', 'English, Symmetrical'
'Kasparov  Gary', 'Karpov  Anatoly', '1984.10.12', '41', '20', 'Draw', '2715', '2705', '648', 'World Championship 31th', 'Moscow RUS', '1984.09.10', '12', 'D58', "Queen's Gambit Declined, Tartakower (Makagonov-Bondarevsky) System"
'Karpov  Anatoly', 'Kasparov  Gary', '1984.10.15', '66', '33', 'Draw', '2705', '2715', '649', 'World Championship 31th', 'Moscow RUS', '1984.09.10', '13', 'A30', 'English, Symmetrical'
'Kasparov  Gary', 'Karpov  Anatoly', '1984.10.17', '31', '15', 'Draw', '2715', '2705', '650', 'World Championship 31th', 'Moscow RUS', '1984.09.10', '14', 'E15', "Queen's Indian"
'Karpov  Anatoly', 'Kasparov  Gary', '1984.10.19', '186', '93', 'Draw', '2705', '2715', '651', 'World Championship 31th', 'Moscow RUS', '1984.09.10', '15', 'E15', "Queen's Indian"
'Kasparov  Gary', 'Karpov  Anatoly', '1984.10.22', '70', '35', 'Draw', '2715', '2705', '652', 'World Championship 31th', 'Moscow RUS', '1984.09.10', '16', 'E15', "Queen's Indian"
'Karpov  Anatoly', 'Kasparov  Gary', '1984.10.24', '44', '22', 'Draw', '2705', '2715', '653', 'World Championship 31th', 'Moscow RUS', '1984.09.10', '17', 'D58', "Queen's Gambit Declined, Tartakower (Makagonov-Bondarevsky) System"
'Kasparov  Gary', 'Karpov  Anatoly', '1984.10.26', '43', '21', 'Draw', '2715', '2705', '654', 'World Championship 31th', 'Moscow RUS', '1984.09.10', '18', 'E15', "Queen's Indian"
'Karpov  Anatoly', 'Kasparov  Gary', '1984.10.29', '88', '44', 'Draw', '2705', '2715', '655', 'World Championship 31th', 'Moscow RUS', '1984.09.10', '19', 'D55', "Queen's Gambit Declined"
'Kasparov  Gary', 'Karpov  Anatoly', '1984.10.31', '29', '14', 'Draw', '2715', '2705', '656', 'World Championship 31th', 'Moscow RUS', '1984.09.10', '20', 'A30', 'English, Symmetrical'
'Karpov  Anatoly', 'Kasparov  Gary', '1984.11.02', '61', '30', 'Draw', '2705', '2715', '657', 'World Championship 31th', 'Moscow RUS', '1984.09.10', '21', 'D53', "Queen's Gambit Declined"
'Kasparov  Gary', 'Karpov  Anatoly', '1984.11.05', '39', '19', 'Draw', '2715', '2705', '658', 'World Championship 31th', 'Moscow RUS', '1984.09.10', '22', 'E05', 'Catalan, Open, Classical line'
'Karpov  Anatoly', 'Kasparov  Gary', '1984.11.12', '44', '22', 'Draw', '2705', '2715', '659', 'World Championship 31th', 'Moscow RUS', '1984.09.10', '23', 'D53', "Queen's Gambit Declined"
'Kasparov  Gary', 'Karpov  Anatoly', '1984.11.16', '33', '16', 'Draw', '2715', '2705', '660', 'World Championship 31th', 'Moscow RUS', '1984.09.10', '24', 'A33', 'English, Symmetrical'
'Karpov  Anatoly', 'Kasparov  Gary', '1984.11.19', '42', '21', 'Draw', '2705', '2715', '661', 'World Championship 31th', 'Moscow RUS', '1984.09.10', '25', 'D58', "Queen's Gambit Declined, Tartakower (Makagonov-Bondarevsky) System"
'Kasparov  Gary', 'Karpov  Anatoly', '1984.11.21', '46', '23', 'Draw', '2715', '2705', '662', 'World Championship 31th', 'Moscow RUS', '1984.09.10', '26', 'A33', 'English, Symmetrical'
'Karpov  Anatoly', 'Kasparov  Gary', '1984.11.23', '117', '58', 'White', '2705', '2715', '663', 'World Championship 31th', 'Moscow RUS', '1984.09.10', '27', 'D55', "Queen's Gambit Declined"
'Kasparov  Gary', 'Karpov  Anatoly', '1984.11.28', '49', '24', 'Draw', '2715', '2705', '664', 'World Championship 31th', 'Moscow RUS', '1984.09.10', '28', 'C42', 'Petrov Defense'
'Karpov  Anatoly', 'Kasparov  Gary', '1984.12.03', '26', '13', 'Draw', '2705', '2715', '665', 'World Championship 31th', 'Moscow RUS', '1984.09.10', '29', 'D47', "Queen's Gambit Declined Semi-Slav"
'Kasparov  Gary', 'Karpov  Anatoly', '1984.12.05', '40', '20', 'Draw', '2715', '2705', '666', 'World Championship 31th', 'Moscow RUS', '1984.09.10', '30', 'C42', 'Petrov Defense'
'Karpov  Anatoly', 'Kasparov  Gary', '1984.12.07', '70', '35', 'Draw', '2705', '2715', '667', 'World Championship 31th', 'Moscow RUS', '1984.09.10', '31', 'D58', "Queen's Gambit Declined, Tartakower (Makagonov-Bondarevsky) System"
'Kasparov  Gary', 'Karpov  Anatoly', '1984.12.12', '81', '40', 'White', '2715', '2705', '668', 'World Championship 31th', 'Moscow RUS', '1984.09.10', '32', 'E12', "Queen's Indian"
'Karpov  Anatoly', 'Kasparov  Gary', '1984.12.17', '39', '19', 'Draw', '2705', '2715', '669', 'World Championship 31th', 'Moscow RUS', '1984.09.10', '33', 'D45', "Queen's Gambit Declined Semi-Slav"
'Kasparov  Gary', 'Karpov  Anatoly', '1984.12.19', '40', '20', 'Draw', '2715', '2705', '670', 'World Championship 31th', 'Moscow RUS', '1984.09.10', '34', 'D58', "Queen's Gambit Declined, Tartakower (Makagonov-Bondarevsky) System"
'Karpov  Anatoly', 'Kasparov  Gary', '1984.12.26', '34', '17', 'Draw', '2705', '2715', '671', 'World Championship 31th', 'Moscow RUS', '1984.09.10', '35', 'B64', 'Sicilian, Richter-Rauzer Attack'
'Kasparov  Gary', 'Karpov  Anatoly', '1984.12.28', '81', '40', 'Draw', '2715', '2705', '672', 'World Championship 31th', 'Moscow RUS', '1984.09.10', '36', 'D58', "Queen's Gambit Declined, Tartakower (Makagonov-Bondarevsky) System"
'Karpov  Anatoly', 'Kasparov  Gary', '1985.01.02', '30', '15', 'Draw', '2705', '2715', '673', 'World Championship 31th', 'Moscow RUS', '1984.09.10', '37', 'B63', 'Sicilian, Richter-Rauzer Attack'
'Kasparov  Gary', 'Karpov  Anatoly', '1985.01.04', '50', '25', 'Draw', '2715', '2705', '674', 'World Championship 31th', 'Moscow RUS', '1984.09.10', '38', 'D58', "Queen's Gambit Declined, Tartakower (Makagonov-Bondarevsky) System"
'Karpov  Anatoly', 'Kasparov  Gary', '1985.01.07', '96', '48', 'Draw', '2705', '2715', '675', 'World Championship 31th', 'Moscow RUS', '1984.09.10', '39', 'D58', "Queen's Gambit Declined, Tartakower (Makagonov-Bondarevsky) System"
'Kasparov  Gary', 'Karpov  Anatoly', '1985.01.09', '140', '70', 'Draw', '2715', '2705', '676', 'World Championship 31th', 'Moscow RUS', '1984.09.10', '40', 'D58', "Queen's Gambit Declined, Tartakower (Makagonov-Bondarevsky) System"
'Karpov  Anatoly', 'Kasparov  Gary', '1985.01.14', '141', '70', 'Draw', '2705', '2715', '677', 'World Championship 31th', 'Moscow RUS', '1984.09.10', '41', 'C42', 'Petrov Defense'
'Kasparov  Gary', 'Karpov  Anatoly', '1985.01.16', '52', '26', 'Draw', '2715', '2705', '678', 'World Championship 31th', 'Moscow RUS', '1984.09.10', '42', 'D58', "Queen's Gambit Declined, Tartakower (Makagonov-Bondarevsky) System"
'Karpov  Anatoly', 'Kasparov  Gary', '1985.01.18', '42', '21', 'Draw', '2705', '2715', '679', 'World Championship 31th', 'Moscow RUS', '1984.09.10', '43', 'B84', 'Sicilian, Scheveningen'
'Kasparov  Gary', 'Karpov  Anatoly', '1985.01.21', '75', '37', 'Draw', '2715', '2705', '680', 'World Championship 31th', 'Moscow RUS', '1984.09.10', '44', 'C92', 'Ruy Lopez, Closed'
'Karpov  Anatoly', 'Kasparov  Gary', '1985.01.23', '72', '36', 'Draw', '2705', '2715', '681', 'World Championship 31th', 'Moscow RUS', '1984.09.10', '45', 'B85', 'Sicilian, Scheveningen, Classical'
'Kasparov  Gary', 'Karpov  Anatoly', '1985.01.28', '82', '41', 'Draw', '2715', '2705', '682', 'World Championship 31th', 'Moscow RUS', '1984.09.10', '46', 'C92', 'Ruy Lopez, Closed'
'Karpov  Anatoly', 'Kasparov  Gary', '1985.01.30', '64', '32', 'Black', '2705', '2715', '683', 'World Championship 31th', 'Moscow RUS', '1984.09.10', '47', 'D52', "Queen's Gambit Declined"
'Kasparov  Gary', 'Karpov  Anatoly', '1985.02.08', '133', '66', 'White', '2715', '2705', '684', 'World Championship 31th', 'Moscow RUS', '1984.09.10', '48', 'C42', 'Petrov Defense'
